Year,Brand,Model Tier,OS,Network Type,Dual Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,StorageGB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,PriceClass
2019,Samsung,Budget,Android,4G,Yes,No,2914,5.62,2,128,24,225,1.78,4.39,0
2015,Samsung,Budget,Android,3G,Yes,No ,2276,5.48,2,32,16,235,1.45,1.67,0
2015,Xiaomi,Budget,Android*,4G,No,NO ,2481,5.1,2,32,NA,218,1.51,1.63,0
2023,Samsung,Budget,Androd#, 5g,No,Yes,3556,6.5,6,128,48,246,2.03,4.89,1
2017,OnePlus,budet, ANDROID ,3G,No, no,2825,5.7,3,32,16,215,1.45,3.16,0
2017,Motorola,Budget,ANDROID ,4G,Yes,No,3001,5.64,4,32,16,248,1.92,2.93,0
2015,Sony,Midrange*,Android,NA,No!,no ,2414,4.34,6,128,16,192,1.4,2.51,0
2019,Xiaomi, MIDRANGE*,Android ,4G,No,No,3546,6.13,6,256,48,244,2.13,4.81,3
2021,Apple,Midrange,IOS ,4G,No,No,2973,5.78,8,128,32,229,2.56,6.07,2
2017,Google,Midrange,ANDROID *, 3G,Yes,No*,2940,4.9,4,256,32,225,1.88,3.67,1
2022,Motorola,Flagship,Android,5g,Yes,Yes,4291,6.71,8,256,48,260,2.8,5.83,NA
2022,Samsung,Budget,Android,4G,No,No,3920,5.64,6,128,48,250,1.89,4.37,2
2020,OnePlus,Budget,Android,4G,Yes,No,2619,5.36,6,128,48,197,1.61,3.39,1
2024,HUAWEI,Midrange, android,5G#,Yes,Yes,3655,6.99,8,256,64,260,2.62,5.61,3
2016, Oppo ,Budget,Android, 3g,Yes,No,2494,4.84,3,64,32,260,2.03,1.97,0
2023,Samsung,Budget,Android ,5G,Yes,Yes,4049,6.35,6,128,32,257,1.94,4.91,2
2020,OnePlus, MIDRANGE ,Android,4G ,No,No,3759,6.27,8,256,32,256,2.8,4.93,3
2024,Oppo,Budget,Android,4g#,No, NO,3011,6.05,8,64,48,254,NA,4.96,1
2019,Vivo,Midrange,Android,4G,No,no ,3210,6.03,4,NA,32,260,2.81,3.41,2
2017,Xiaomi,Mirange,Android,3G,No,No,3072,5.18,6,128,32,260,2.1,2.74,1
2018,oppo *,MIDRANGE , Android!, 4G,YES,No,3081,6.16,8,256,16,259,2.26,2.66,2
2021,xiaoi,budget,Android,4G*,Yes,No,3268,5.93,6,64,48,247,1.92,3.18,1
2024, Apple ,midrane ,iOS,5G,No,yes,4143,6.4,8,256,64,249,2.34,6.36,3
2022,huawei ,Budget,Android,5G,No,Yes,3263,6.42,4,128,48,260,2.79,4.45,2
2024,Sony,Flagship,Android,5G,Yes,Yes,3950,6.61,12,256,48,260,3.41,7.19,3
2023, Apple, MIDRANGE,iOS,4G,No,No,3981,6.22,8,256,64,257,2.7,5.55,3
2021,Huawei,Budget,androi,4G,Yes*,No,3038,5.57,6,128,48,216,1.91,2.97,1
NA,Google,Budget,Android, 3g,No,No,3167,4.88,3,32,8,232,1.52,2.62,0
2019,Nokia,Budget,Android,4G,Yes,No,2690,5.46,4,32,12,246,1.62,3.22,0
2022,Oppo,Midrange,Android, 4G,Yes,No ,3897,6.18,8,256,48,249,2.53,5.92,3
2022,Huaei,Flagship,HarmonyOS,5G,Yes,Yes,3737,6.7,NA,256,64,235,3.2,5.62,3
2023,Vivo,Flagship,Android,5G,No,Yes,4517,7.03,12,256,48,260,2.99,6.04,3
2020,Sony ,budget,Android,4g#,Yes,No,2517,5.25,4,128,24,244,2.27,3.43,0
2016,Nokia,Midrange,Android,3G,Yes,No,2734,5.12,4,128,24,255,2.07,3.77,1
2023,Xiaomi,Budget,Android,4G,Yes,No,3257,6.34,8,NA,48,254,2.47,5.14,2
2024,Samsung,Midrange,Android,4G,Yes , No ,4007,6.73,8,128,48,252,2.44,5.67,2
2016,NA,Flagship,Android,4G,Yes,No,3172,5.61,4,256,24,245,2.47,3.21,0
2020,Samsung,Budget,Android, 4G ,No, NO,2581,5.4,4,32,NA,209,2.48,2.47,1
2015, Nokia,Budget,Android,4G, no ,No,2210,4.77,3,32,16,240,1.64,1.97,0
2018,OnePlus,Budget,Android, 4G,Yes,No,2698,5.21,3,64,8,235,2.02,2.84,0
2022,Huawei, Budget $, Androi,4G,Yes,no,3641,6.48,6,64,64,241,2.28,5.51,1
2022,Apple,Flagship, ios ,5G ,No,Yes,3895,6.49,12,256,64,260,3.32,6.51,3
2021,Motorola,Midrange,Android,5G,yes,Yes,3840,5.83,8,128,48,246,2.65,5.09,3
2017,Sony,Midrange,ANDOID,3G, YES ,No,2987,5.37,6,256,32,248,1.99,3.29,2
2015, Nokia,Flagship,Android,4G,YES ,No,3083,5.51,8,256,16,233,2.12,4.07,2
2018,XIAOMI ,Budget,ANDROID ,4G#,Yes,No,3000,5.48,4,256,24,226,1.72,2.62,1
2021,apple ,Budget,iOS,4G,No,No,3148,5.8,4,64,24,217,2.11,4.29,0
2019,Samsung, budget,Android,4G,Yes,no,2974,5.72,4,64,24,235,2.03,2.8,0
2021,Nokia,Budget,Adroid ,5G,Yes,Yes,3043,5.29,4,128,24,207,1.75,3.52,0
2016,Huawei,Budget ,Android$,4G,Yes,No,1800,4.48,4,32,12,234,2.14,2.25,0
2015,xiaomi , Flagship,Android,3g,Yes, NO,3383,5.84,4,256,32,254,NA,3.54,1
2015,Huawei,midrange!,Andrid ,3G,Yes,No,3014,5.45,3,64,32,253,2.31,3.18,0
2018,Oppo,Midrange,Android,4G,Yes,No,3501,5.63,6,128,32,255,2.45,3.6,1
2020,Google,Midrange,Android,4G,No, NO#,3078,6.13,6,256,32,239,2.52,3.86,2
2015,Sony,BUDGET,Android, 4G ,Yes,No,2380,4.63,2,32,8,208,1.52,2.26,0
2021,Samsung,Midrange,Android,4g,Yes,No,2678,6.06,8,256,32,260,2.13,3.95,2
2020,Oppo,Midrange,Android,4G,yes ,No,3537,NA,6,256,32,243,2.64,4.84,3
2022,Xiaomi,MIDRANGE,Android,5G,Yes,Yes,3724,6.17,6,128,48,232,2.59,4.96,2
2023,Samsung,Midrange,Android,5G,No,Yes,3440,6.63,8,256,64,260,2.28,5.18,3
2020,oppo,Flagship,Android,4G,Yes,No,4875,6.03,12,256,48,260,2.84,5.88,3
2024,Apple,Midrange*, iOS,4G,No,No,4197,6.6,8,256,64,250,2.61,6.05,3
2019,XIAOMI ,Budget,Android,4G,Yes,no ,3081,5.35,4,32,32,259,2.28,2.35,1
2024,Nokia,Midrange,Android,5G, es $,Yes,4297,6.45,8,256,64,250,2.9,5.73,3
2016,Vivo,Midrange , Android!,4G,No,No,2757,5.13,4,256,32,220,1.9,3.69,2
2019,Xiaomi,Midrange,android,4G,no $,no,2761,5.67,8,64,32,248,1.85,3.45,1
2017,Huawei,Midrange,Android,4G,Yes,No,3623,5.98,4,128,32,253,1.69,3.65,0
2016,MOTOOLA ,Budget,Android,4G,yes $,No,2863,4.72,4,32,8,218,1.63,2.41,0
2018,Apple, Midrange,iOS,NA,No,No ,3881,5.25,6,64,32,241,2.29,4.14,1
2016,Vivo,Midrange,Android,4G,No,No,3335,5.1,4,128,24,237,1.86,2.5,0
2017,Xiaomi,BUDGET,ANDRID,4G, Yes ,No,2663,5.24,2,64,24,232,2.06,2.01,0
2019,Oppo,Midrange,Android,4G,No,No,2992,5.71,8,128,32,235,1.93,4.8,2
2024,OnePlus,midrange,Android,5G,Yes,Yes,4378,6.25,8,128,48,241,2.77,6.6,1
2020,Samsung,Midrange,Android,4G,No,No,3312,5.36,6,128,48,254,2.29,NA,2
2015,Huawei,Budget,HarmonyOS,3G,Yes,No,3161,4.55,2,32,12,224,1.44,2.57,0
2016,Motorola,MIDRANGE ,Android,4G ,YES,No,2923,5.32,6,64,16,260,2.13,3.6,1
2022,vivo,Midrange,Android,5G,No,Yes,3981,6.12,8,256,32,226,2.39,5.41,2
2019,Samsung ,Midrange,Android,4G,Yes,No,3667,5.95,6,128,48,260,2.09,3.49,2
2015,Apple,Flagship, IOS,3G,NA,No,3299,5.57,4,256,32,249,2.12,4.15,1
2022,motorola ,midrange,Android,4G,no,No,3854,6.23,8,256,48,240,2.24,4.68,3
2017,Samsung,Budget, Android,4G,No,No,2458,5.4,4,64,24,223,1.99,2.74,0
2019,NA,Flagship,Android,4G,No,No*,3015,6.83,8,256,48,260,3.16,6.05,3
2021,Apple,Midrange,iOS,4G,No,No,3989,5.98,8,256,64,252,2.67,3.85,3
2017, Samsung,Budget ,Android,4G,Yes,No,3015,4.93,3,64,8,253,1.9,2.67,0
2023,Samsung,Budget,android ,4G,Yes,No,3422,6.67,6,128,16,221,2.08,5.06,0
2017,Samsung,Midrange,Android ,4G,Yes, NO ,3231,5.18,6,64,32,251,2.04,4.16,1
2017,Samsung,Midrange,Android,3G#,Yes,No,3182,5.45,8,128,24,233,2.22,3.49,1
2019,Samsung,Midrange,Android,4G,Yes, NO ,3335,5.95,8,128,32,247,2.31,3.46,1
2016, GOOGLE,Budget,Android,4G,No,No,2687,5.57,3,64,12,232,1.74,2.34,0
2021,Motorola,Midrange,android,4G, Yes ,No ,3653,5.94,8,128,48,260,2.62,3.72,2
2017,Huawei, BUDGT ,HARMONYOS,4G, No ,No,2803,5.75,3,64,16,256,1.47,2.4,0
2024,Google,MIDRANGE,Android,4G#,Yes,No,4023,6.61,12,256,64,259,2.57,6.13,3
2018,OnePlus,budget,Andrid,4G,Yes#,No,2277,5.06,4,128,32,254,1.88,2.87,0
2017,Vivo,Flagship,Android,3G,No,No#,3620,6.41,8,256,64,254,2.63,4.55,3
2020,Vivo,Budget,Android,4G ,Yes,No,3198,5.24,3,64,48,228,1.83,3.13,1
2018,Vivo,Budget,Android,4G,Yes,No,3262,5.14,3,128,12,225,2.03,2.02,0
2015,huawei ,Budget*, HARMONYOS,4G,No,No,3066,4.69,2,32,8,230,1.82,1.77,0
2023,OnePlus,Flagship,Android,5G,YES,Yes,4137,6.79,12,256,64,260,3.28,6.2,3
2020,Motorola,Midrange, Android #,4G,NO, No ,3375,5.82,6,128,32,248,2.23,4.94,1
2019,Google,budget ,Android,4G,Yes,No,2592,5.18,6,128,32,234,2.47,3.07,2
2016,Xiaomi,Flagship,Android,3G, Yes*,No,3137,5.6,8,256,48,260,2.57,3.81,2
2016, otorola ,Midrange$,Android,3G!,Yes,no ,3089,5.11,6,128,32,226,2.03,2.72,0
2023,Apple,Midrange,iOS,4G,No,No,3812,6.72,8,128,64,260,2.48,4.94,2
2022,Motorola,Midrange,android,5G,Yes,YES,3916,6.41,8,256,32,238,3.26,5.8,3
2015,Apple,Midrange,iOS,3G,No,No,2414,4.69,4,128,32,243,1.69,2.1,1
2017,Samsung,Budget,NA,4g,Yes,No,2735,4.29,6,64,8,229,2.28,1.93,0
2020, SONY,Midrange,Android,4G, no,NO,3488,5.69,6,256,32,260,2.48,4.87,2
2016,SAMSUN ,FLAGSHIP, ANDROID,3G,Yes,No,3290,5.58,6,256,32,249,2.39,4.17,2
2024,Oppo,Flagship,Android,5G,Yes ,Yes,4132,7.2,12,256,64,260,2.89,6.25,3
2017,Samsung, Midrange,Android,4G ,No, No,3378,5.89,4,128,16,229,1.81,3.5,1
2021,Vivo,Budget,Android,5G,Yes, yes,2814,5.76,3,32,64,253,2.16,3.18,1
2017,Xiaomi,BUDGET!,NA,4G*,Yes,No,2760,5.09,2,128,24,251,1.66,2.98,0
2024,Xiaomi,Midrange,Android,5G,Yes,Yes,4327,6.63,8,256,64,259,2.83,5.49,3
2015,OnePlus , flagship,ndroid,3g#,Yes,no ,3393,5.26,6,128,32,236,1.79,4.06,1
2016, Nokia, MIDRANGE,ANDROD,3G,Yes, No,2789,4.82,4,128,32,215,2.3,3.31,2
2022,VIVO ,midrange ,Android,5G,No,Yes,3580,6.54,8,256,64,260,2.11,4.47,3
2015,Nokia!,Budget, android,4G,NO,No,2337,5.42,2,32,16,247,1.43,1.92,0
2015,Nokia,Midrange ,ANDROID,4G,Yes,No,3526,4.8,4,128,24,238,1.82,2.65,2
2024,xiaomi,MIDRANGE,Android,5G, Yes ,Yes,3945,6.26,8,256,64,246,2.85,5.47,3
2016,Samsung, Flagship#,Android,3G,Yes,No,3586,5.53,8,128,48,225,2.97,4.84,1
2020,Nokia,Midrange,android,4G,Yes,No,3292,5.46,8,128,16,259,2.52,4.5,1
2022,GOOGLE,Budget,android,4G, yes,NO,3435,6.2,6,64,32,231,2.53,4.35,1
2019,Sony,Midrange,android,4G,yes$,No,2743,5.2,8,128,32,219,2.55,3.44,1
2016,Xiaomi,Midrange,NA,4G ,Yes,No,2506,5.68,3,64,32,253,2.27,3.05,1
2019,Samsung,Flagship,Android,4G,Yes,No,3513,6.04,8,128,48,260,2.9,5.69,2
2015,Samsung,Flagship,ANDROID$,4G,No,No,3353,5.02,8,256,32,260,NA,4.77,3
2022,Xiaomi,midrnge,Android,4G,No,No,3847,6.45,8,256,64,248,2.23,5.11,2
2024,Oppo,Midrange,Android,5G ,No,Yes,3657,6.91,8,256,64,260,2.79,5.47,3
2016,XIAOMI,Midrange,Android,3G,Yes,No,2674,5.38,6,256,48,236,2.15,2.85,2
2016,Google,NA,android,4G,No,No,2275,5.1,3,128,24,237,1.94,3.13,1
2024,Xiaomi,Midrange,Android,5G,No *,Yes,3850,6.91,8,256,48,260,2.92,5.53,3
2021,Huawei,Midrange,Android,4G,Yes ,No,4317,5.89,8,128,64,NA,2.37,5.37,3
2016,Motorola,Midrange,Android,4g,No,No,3385,5.43,3,128,32,253,1.84,3.74,0
2015,Samsung,BUDGET,Android,4G,No,No,NA,4.88,3,32,12,217,1.69,1.79,0
2020,Xiaomi,Midrange,Android,4G , yes #,No,3562,6.33,8,128,24,247,2.24,5.55,2
2018,Samsun,Midrange,ANDROID,4G, Yes$,No ,3095,6.06,4,128,32,256,1.82,3.15,1
2019,Motorola,Budget,Android,4G,No,No,3150,5.3,4,128,48,231,1.97,2.93,1
2015,Vivo,Budget,Android,4G,Yes,No,2855,4.68,3,NA,12,235,1.22,1.66,0
2015,Motorola,BUDET , Android,3G,NA, NO,2756,4.6,2,32,8,207,1.69,1.0,0
2024,OnePlus,FLGSHIP,Android,5g#,Yes,yes,4129,7.13,12,256,64,240,3.03,6.65,3
2024,Google,Flagship, ANDROID,5G,yes,Yes,4021,6.66,12,256,64,260,3.1,6.6,3
2018,Xiaomi,Flagship,Android,4g, yes$,No,2960,5.33,6,256,48,260,2.42,4.62,3
2019,onplus *,BUDGET ,Android,4G, YES,No,2618,5.14,4,64,24,232,1.99,NA,0
2020,Vivo,udget,android,4G,Yes, no ,3366,NA,4,128,16,228,2.09,3.01,0
2020,Samsung,Budget,ANDROID ,4G,Yes, No ,3267,5.82,6,128,32,258,2.15,3.86,2
2022,Oppo,Midrange,NA,4G,Yes, no ,3539,5.83,12,128,32,260,3.06,5.5,3
2022,Samsung,Midrange,Android,5G,No,Yes,3595,5.92,8,256,48,232,2.51,5.03,3
2022,OnePlus,Budget,Android,4G,No,NO ,3290,5.65,6,64,48,213,2.21,4.61,0
2017, APPLE ,Midrange,iOS,3G,NO,No,3049,5.33,6,128,32,251,1.8,4.79,1
2016,Huawei #,Flagship,HarmonyOS,3G,NA,No,3363,5.37,6,256,32,253,2.65,4.33,2
2015,Google, Budget,Androd,3G,Yes,No,1829,5.01,2,32,8,251,1.4,1.82,0
2019, apple, MIDRANG ,ios,4G!,no,NO,3840,6.14,8,256,48,252,2.23,3.94,2
2019,OPPO,Budget,Android,4G,Yes,No,3269,5.36,4,32,32,256,2.16,4.75,1
2017, Xiaomi, budget,Android,4G,Yes, no#,3058,4.89,2,32,16,226,1.37,2.93,0
2023,Vivo,FLAGSHIP,Android,5G, YES,Yes,4471,7.2,12,512,64,260,3.31,6.49,3
2015,Apple,Budget,iOS, 4G , No,No,2595,4.9,2,64,8,226,1.5,1.44,0
2021,Samsung,Flagship,Android,4G,No !,No,4092,6.7,8,256,64,260,2.58,5.0,3
2016,Sony,Budget,Android,3G,Yes,No,3102,5.25,2,32,24,241,1.6,2.51,0
2021,Nokia,Budget,ANDROID$,4G,Yes,No,3154,5.91,6,128,64,236,2.43,3.77,3
2020,Vivo, midrang,ANDROID$,4G,Yes,No,3317,5.57,6,128,48,213,NA,4.38,2
2024,OnePlus,Flagship, ndroid ,NA,No,Yes,4976,6.72,12,256,64,257,3.18,6.07,3
2022,Google,Budget,Android,4G,Yes,No,3593,5.93,6,128,32,259,2.44,3.51,2
2017,Vivo,BUDGET, Android ,4G,Yes,No,2188,4.89,3,32,16,228,2.22,2.08,NA
2016,Xiaomi, midrange,Android,3G,No, NO $,3168,5.77,4,128,24,260,1.95,2.71,0
2018,SAMSUNG ,Midrange,android,4G,Yes,No,3374,5.5,6,128,32,254,2.13,3.38,1
2019,Samsung,Flagship,android,4G,No,No,3661,6.2,6,256,64,251,2.74,5.13,3
2017,Apple,Budget, iOS,4G,No,No,2455,5.15,4,32,16,226,1.45,1.86,0
2016, Oppo, Midrange,Android,4G,No,no,2379,5.63,3,128,24,255,1.78,3.97,1
2024,Samsung,Budget,Android,4G,Yes ,No,3811,5.68,8,64,48,240,2.18,4.23,1
2019,Huawei, midrange,Android,4G,Yes ,No,3488,5.38,8,128,32,260,2.64,3.71,2
2023,Samsung,Midrange,Android,4G,Yes,No,4084,6.37,8,128,32,260,2.35,4.62,2
2018,Oppo,Budget,Android,4G,Yes,No,2775,5.74,2,32,16,251,1.56,3.34,0
2020,Samsung,Budget,android,4G,Yes,No,2750,5.13,6,128,32,229,2.04,3.3,1
2015,google,Buget,Android,4G,Yes, no*,2321,5.23,3,128,8,238,1.89,2.16,0
2024,SAMUNG ,Budget,Android, 4G ,YES,No,3393,5.62,6,NA,24,216,2.63,4.64,1
2019,Xiaomi,Budget,Android,4G,Yes,No,3059,4.97,3,128,24,235,2.34,3.14,1
NA,Samsung,Midrange,Android,5G,Yes,YES ,3423,5.53,8,256,64,224,3.1,5.71,3
2023,Google,Budget,Android,4G,Yes,no,3350,6.15,8,128,48,228,1.98,4.13,1
2024,OnePlus,Midrange,Android,4G, Yes$, No,3912,6.34,8,128,64,260,2.87,5.07,2
2016,Samsung,Midrange,Android*,3G, Yes,No,2693,5.17,4,128,16,227,2.28,3.0,0
2015,Samsung , midrange,Android,3G,YES,No,3049,5.24,4,64,24,216,1.75,4.74,0
2018,Motorola,Midrange, ANDROID ,4G,No,no,3482,6.32,6,256,48,237,2.47,3.06,2
2024,Nokia,Flagship,Android,5G,Yes,Yes,4028,6.65,12,256,64,260,3.42,6.81,3
2021,Xiaomi,Budget,ANDROID ,4G,No,No,2971,5.56,3,32,64,240,2.15,4.0,1
2023,Google,Midrange,Android,4G,YES,No,3300,6.32,8,256,64,260,2.74,4.32,2
2023,Sony, Flagship,Android,5G,YES$,Yes,4199,6.14,12,256,48,249,2.91,6.17,3
2016,Google,Midrange,android,3G,Yes,No,3217,5.34,6,128,24,242,2.23,4.57,2
2019,Samsung,Budget,android,4G,No,No,2580,5.48,4,128,48,226,1.7,4.0,2
2015,Samsung,Flagship,Android,4G,No,No ,3215,5.34,4,256,48,243,2.12,3.2,2
2020,Nokia,Budget,Android,4G,Yes,No,3228,5.62,4,64,32,238,1.97,4.39,2
2021,Oppo ,Budget,Android, 4G,No,no!,3829,5.75,8,32,48,222,1.88,3.24,1
2024,Google,Flagship,Android,5G,no ,Yes ,5565,6.86,12,256,64,258,3.53,6.9,3
2023,Sony,Flagship, ANDROID,5G,Yes,Yes,3903,6.32,12,256,108,260,2.85,6.19,3
2017,Xiaomi,Budget, android,3G,Yes,No,1800,4.69,4,128,16,210,2.06,1.7,1
2024, Gogle,Flagship,Android,5G,No,Yes,4621,6.93,8,256,48,260,2.7,5.89,3
2017,Samsung,Budget,ANDROID!,3G,Yes,No,2846,4.87,4,128,12,208,1.64,3.0,1
2017,OnePlus, flagship,Android,3G,Yes,NO,3082,6.21,8,256,64,260,2.42,4.23,2
2023,Apple,Midrange,iOS,5g $,No,Yes,3467,6.11,8,128,64,252,2.61,4.27,3
2017,Google,Budget,Android,4G,No,No,2973,4.65,2,128,32,226,1.47,3.21,0
2019, oneplus,Budget,android$,4G,no,No,2845,5.36,4,128,16,208,2.13,2.95,0
2017,Xiaomi, Midrane,Androd ,4G,No,No,3308,5.31,4,256,24,236,2.17,3.86,1
2019,Apple,Budget,iOS,4G,No,No,3483,5.27,8,128,32,NA,1.76,3.3,1
2016,Nokia,Flagship,android ,3G,Yes,No,3384,5.82,8,128,48,255,2.45,4.76,2
NA,Huawei,Midrange,android, 4G, YES,NO,3777,5.57,8,256,64,213,2.57,5.44,3
2015,Oppo,budget,ANDROID,4G!,YES,No,2812,4.66,3,32,8,256,1.38,2.9,0
2017,Huawei, Midrange ,Android,4G,Yes,No,3473,5.43,4,32,16,230,2.38,4.04,1
2015,NOKIA,Budget , Android$,3G,NO ,No,2400,4.63,2,32,8,225,1.47,2.3,0
2017,OnePlus,Midrange,Android,4G,Yes,NO*,3354,5.33,8,128,32,243,1.9,3.22,2
2018,xiaom , Flagship,ANDROID *,4G,Yes, NO,3629,6.35,8,256,32,260,2.46,5.73,3
2019, oneplus,MIDRANGE,android, 4g*, Yes,No,3000,5.74,8,256,16,260,2.48,4.2,2
2019,Vivo,Budget,Androi,4G, no,No,2690,5.22,3,32,24,235,1.44,2.78,0
2023,Samsung,BUDGET,Android, 4G,Yes,no,3258,5.76,6,256,48,256,1.87,3.49,2
2023,apple,Midrange,iOS,5G,NO$,Yes,4414,6.54,6,256,48,241,2.94,4.6,2
2015,Samsung,Budget,Anroid,3G , No ,No,2631,4.54,NA,64,8,232,2.02,1.93,0
2023,Motorola,Midrange,Android,4G ,No,No,3853,6.57,12,256,48,230,2.77,5.88,3
2023,Samsung,Midrange, Android ,4G, No ,No ,3903,6.53,8,256,64,255,2.32,5.17,3
2022,Motorola,Midrange,Android,5g,Yes,Yes!,3752,6.27,8,256,64,246,3.01,5.53,3
2021,Apple,Midrange,iOS,4G $,No,No,3542,6.17,8,128,64,249,2.81,5.45,3
2021,Xiaomi,Midrange !,Android, 4g, No *,NO ,3178,5.93,8,256,48,260,1.88,4.3,2
2017, apple,Budget,iOS ,4G, No,no,3233,5.21,3,128,24,259,NA,2.16,0
2017,Xiaomi,NA,Android,4G,Yes ,No,3547,5.28,6,128,32,260,2.17,3.75,1
2024,XIAOMI,Midrange,ANDROID,5G, Yes ,YES#,3632,7.14,8,128,64,251,2.5,5.88,3
2024,Apple,Budget!,iOS,4G,No,No,3069,6.62,4,32,48,260,1.82,4.62,1
2022,Xiaomi,Midrange,Android ,4G, yes,no ,3517,6.21,8,256,48,247,2.47,4.76,2
2024,Samsung,Midrange,andrid,5G,Yes,Yes,3920,6.81,12,256,64,260,3.17,5.29,3
2017,Apple,BUDGET,iOS,4G $,No, NO,2735,5.05,4,64,12,205,2.01,2.97,0
2019,Vivo,Budget,Android, 4g$,Yes,No,2732,5.75,6,128,32,233,1.96,2.5,1
2015,NA,Midrange,Android,4G,Yes!,No ,2857,4.87,4,256,32,230,1.8,2.87,1
2022,Samsung,Flagship,ANDROID,5G,Yes,Yes,3925,6.5,8,256,64,260,3.08,5.73,3
2016,Nokia,Budget,Android,4G ,Yes,No,2252,5.61,2,32,24,251,1.81,2.84,0
2024,Apple,Midrange,ios*,4G,No,No,3826,6.61,12,128,64,260,2.42,5.91,3
2018,Samsung,Budget ,Android,4G!, Yes ,No,3071,5.3,3,32,NA,223,1.89,3.51,0
2016,Oppo,FLAGSHIP,Android,4G,Yes,No,3931,5.73,6,256,24,260,2.6,3.61,2
2022, APPE,budget,iOS, 4G,No,No ,3061,6.42,4,64,24,260,2.7,4.16,0
2024,Apple,budget,iOS,5G,No,YES ,3903,5.71,6,256,48,219,2.66,5.28,2
2016,Apple,Flagship,iOS, 4G,NO*,No,3489,5.52,4,256,48,238,2.78,4.23,1
2022, Huawei$,Budget,Android,4G, yes , No ,3935,5.54,6,64,48,254,2.02,4.45,1
2016,Google,Budget,Android,4G,No,no#,2826,4.83,3,64,16,205,2.04,2.01,0
2020,Sony,Midrange,Android,4G, YES,No,3458,5.92,6,512,48,260,2.2,4.52,3
2023,Motorola,MIDRANGE ,Android ,5G,yes,Yes,3741,6.71,6,256,64,253,2.38,5.66,3
2016,Samsung,Midrange,Android,4G,NO ,No,2728,5.25,4,128,24,255,2.11,4.16,1
2018,Oppo,Flagship,Android,4G ,YES,no,3289,5.72,8,NA,32,234,2.77,5.08,3
2015,Apple, Midrange,iOS,3G,No,No,2775,5.29,4,128,32,231,2.36,2.96,1
2016,Google,Flagship,Android,4G,Yes,No,3207,5.65,8,256,32,221,2.4,3.76,3
2023,Apple, Flagship,iOS,5G,No,Yes,4608,7.1,12,256,64,249,2.91,6.53,3
2019,Xiaomi,Budget,Android,4G,Yes,No,2234,5.75,4,128,24,259,2.25,3.55,1
2016,Xiaomi,Midrange,Android, 3G,Yes,No,2876,5.37,6,256,48,256,2.23,3.96,3
2021,NA,Budget,Android, 4g,Yes, NO,3450,5.69,8,128,32,242,1.99,4.12,1
2022,Motorola,Flagship,Android,5G,Yes,Yes,4102,6.94,8,256,64,260,2.86,6.57,3
2019,Apple,Budget,IOS,4G,No,No,3279,NA,4,32,24,221,2.01,2.38,0
2024,Xiaomi ,MIDRANGE,Android,5g,YES,yes,3555,6.41,6,128,48,241,2.83,5.63,2
2019,Samsung,Midrange,Android,4G!,Yes,No,3360,5.93,8,128,48,240,2.12,4.58,2
2019,Samsung,Midrange, andrid,4g,Yes,No,2932,6.31,6,128,32,250,2.71,3.62,2
2022,Xiaomi,Midrange, ndroid,5G,Yes,Yes,3447,5.96,6,256,48,243,2.87,4.99,2
2015,Huawei, MIDRANGE, ANDROID ,4G,No,No ,2926,4.71,4,64,48,218,2.19,2.78,2
2021,Apple,Midrange,iOS,4G,no ,No ,3429,5.83,8,256,32,242,2.95,3.97,2
2015,XIAOMI ,Budget, ANDROID,3G,Yes,No,2680,5.25,3,64,16,249,1.53,2.68,0
2021,Google,Midrange,Android,NA,YES,No,3507,6.21,8,256,64,258,2.21,4.85,3
2019,Oppo,Midrange,Android,4G,No,No,3562,6.22,6,256,32,252,2.39,5.11,2
2018,Samsung,Budget,Android,4G,Yes,No,2732,4.82,4,32,16,237,1.56,2.6,0
2023,Motorola,Budget,Android,4G,No,No,2838,5.9,8,128,32,246,2.66,3.88,1
2018,Apple, Budgt ,iOS,4G$,No, No ,2790,5.65,6,64,32,221,1.49,2.59,0
2021,OnePlus,Budget,android ,4G,Yes,No,2875,5.2,6,64,32,225,2.22,4.18,0
2017,SONY,Midrange,Android,4G,No,No,3279,5.12,4,128,32,232,1.88,2.78,1
2024,Apple,Budget,iOS,4G,No,No,3885,6.43,8,128,48,240,2.51,4.15,2
2023,Google,Midrange!,Android,4G,Yes,No,4451,6.12,8,128,64,225,2.52,5.18,1
2020,SAMSUNG $,Midrange,Android,4G,Yes,No,3707,6.2,8,128,24,229,2.53,4.26,2
2015, Samsung,idrange,ANDROID,4G,NA,No,3177,5.23,4,128,24,232,1.66,3.39,1
2023,Vivo,Budge,Android,5g,Yes, Yes,3430,6.36,8,256,64,260,1.92,3.59,3
2022,Apple ,Midrange,IOS,4G,No,no,3789,5.82,8,256,48,240,2.08,3.97,2
2021,APPE ,Midrange,iOS,4G,No,No,3675,6.21,12,256,48,230,2.7,4.19,3
2022,Xiaomi,Midrange,Android,4G,NO ,No,3575,6.3,8,256,48,220,2.66,4.76,3
2020,Motorola $,Budget,Android, 4g,No,No,2642,5.63,4,32,32,241,2.09,3.27,0
2022,Oppo, idrange,Android,5G,Yes,Yes,3271,6.35,12,128,64,260,2.92,4.03,3
2019,Sony,Budget,Android,4G,Yes,no ,NA,4.88,3,128,32,244,1.83,3.58,0
