,Year,Brand,Model_Tier,Network_Type,Dual_Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,Storage_GB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,Price_Class
1276,2020,Oppo,Budget,4g,yes,no,3490.0,5.65,6.0,128.0,32.0,238.0,2.22,3.8,1
1277,2022,Motorola,Flagship,4g,no,no,3934.0,6.97,12.0,512.0,64.0,260.0,3.38,6.85,3
1278,2018,Vivo,Midrange,4g,yes,no,3066.0,5.74,4.0,128.0,16.0,260.0,2.13,4.54,1
1279,2024,Xiaomi,Midrange,5g,yes,yes,4011.0,6.41,12.0,128.0,64.0,260.0,2.53,4.08,3
1280,2018,Samsung,Flagship,4g,yes,no,3050.0,6.36,6.0,128.0,48.0,260.0,2.55,4.52,2
1281,2023,Samsung,Midrange,4g,no,no,4533.0,6.84,8.0,256.0,48.0,260.0,2.74,5.46,3
1282,2020,Google,Midrange,4g,yes,no,3178.0,6.15,6.0,128.0,32.0,244.0,2.28,4.68,2
1283,2020,Huawei,Budget,4g,yes,no,3275.0,5.63,4.0,128.0,16.0,244.0,2.02,3.04,0
1284,2016,Sony,Midrange,4g,yes,no,3555.0,5.22,6.0,128.0,12.0,227.0,2.39,3.65,1
1285,2023,Vivo,Midrange,5g,no,yes,3839.0,6.55,8.0,256.0,48.0,260.0,2.43,5.44,3
1286,2022,Huawei,Midrange,5g,no,yes,3636.0,6.3,6.0,256.0,48.0,221.0,2.34,4.82,2
1287,2016,Motorola,Budget,4g,yes,no,2652.0,4.93,3.0,32.0,8.0,234.0,1.89,2.82,0
1288,2024,Samsung,Flagship,5g,no,yes,4511.0,6.47,12.0,256.0,64.0,248.0,3.09,6.92,3
1289,2016,Sony,Budget,3g,yes,no,2190.0,4.99,6.0,32.0,8.0,215.0,1.84,1.39,0
1290,2018,Xiaomi,Midrange,4g,no,no,4034.0,5.56,6.0,256.0,32.0,257.0,2.42,3.72,2
1291,2016,Sony,Flagship,4g,yes,no,3143.0,5.56,6.0,256.0,48.0,226.0,2.24,4.35,2
1292,2024,Oppo,Midrange,5g,no,yes,3969.0,6.1,8.0,256.0,48.0,248.0,2.27,6.67,3
1293,2018,Xiaomi,Midrange,4g,yes,no,4391.0,5.07,4.0,128.0,32.0,224.0,2.23,4.56,2
1294,2022,Google,Budget,4g,yes,no,3266.0,6.4,6.0,128.0,48.0,260.0,1.98,3.9,2
1295,2018,Xiaomi,Budget,4g,yes,no,3004.0,5.27,2.0,64.0,24.0,249.0,1.92,3.03,0
1296,2018,Huawei,Flagship,4g,yes,no,3332.84,5.72,8.0,256.0,48.0,244.0,2.9,4.57,3
1297,2024,Samsung,Midrange,4g,yes,no,3404.0,6.79,8.0,256.0,64.0,236.0,2.73,6.04,2
1298,2023,Apple,Midrange,5g,no,yes,3607.0,6.0,8.0,256.0,48.0,244.0,2.35,5.59,2
1300,2017,Samsung,Flagship,4g,yes,no,3318.0,5.9,8.0,256.0,48.0,260.0,2.77,4.67,3
1301,2015,Apple,Midrange,3g,no,no,3073.0,4.43,6.0,128.0,32.0,227.0,1.89,2.98,1
1302,2015,Xiaomi,Midrange,3g,yes,no,3289.0,5.08,4.0,128.0,24.0,256.0,1.82,2.88,1
1303,2022,Apple,Budget,4g,no,no,3434.0,5.69,4.0,128.0,48.0,227.0,2.27,3.14,1
1304,2022,Samsung,Midrange,5g,yes,yes,3958.0,6.16,8.0,256.0,48.0,228.0,2.26,4.51,3
1305,2015,Motorola,Midrange,3g,yes,no,2437.0,4.96,6.0,128.0,16.0,234.0,2.14,3.4,0
1306,2017,Oppo,Midrange,4g,yes,no,3062.0,5.63,6.0,128.0,32.0,226.0,2.18,3.43,1
1307,2015,Oneplus,Budget,4g,no,no,2292.0,4.72,4.0,32.0,16.0,218.0,1.2,2.92,0
1308,2017,Huawei,Midrange,3g,yes,no,3540.0,5.37,6.0,128.0,32.0,258.0,2.34,3.14,1
1309,2020,Xiaomi,Midrange,4g,yes,no,3812.0,6.04,8.0,128.0,48.0,260.0,2.25,4.37,1
1310,2016,Google,Budget,4g,yes,no,2695.0,4.79,2.0,32.0,8.0,184.0,1.54,2.73,0
1311,2023,Xiaomi,Midrange,4g,yes,no,3462.0,5.99,8.0,256.0,48.0,228.0,2.94,4.91,3
1312,2015,Google,Midrange,3g,yes,no,2834.0,4.92,4.0,128.0,16.0,206.0,2.25,3.44,1
1313,2018,Oneplus,Midrange,4g,no,no,2987.0,6.0,6.0,64.0,32.0,244.0,2.6,4.01,2
1314,2019,Samsung,Budget,4g,yes,no,3332.84,5.66,4.0,64.0,24.0,228.0,1.94,3.41,0
1315,2024,Xiaomi,Flagship,5g,yes,yes,4416.0,6.61,12.0,256.0,64.0,242.0,2.99,6.51,3
1316,2017,Oppo,Midrange,3g,no,no,3353.0,5.21,4.0,128.0,32.0,242.0,1.75,4.0,1
1317,2015,Oneplus,Flagship,3g,yes,no,3592.0,6.03,6.0,128.0,32.0,248.0,2.61,4.28,2
1318,2016,Xiaomi,Budget,3g,yes,no,2794.0,4.85,2.0,32.0,12.0,237.0,1.67,1.0,0
1319,2022,Xiaomi,Budget,4g,no,no,3177.0,5.74,6.0,64.0,24.0,236.0,2.3,4.37,1
1320,2022,Oneplus,Midrange,4g,yes,no,3568.0,6.72,8.0,128.0,48.0,236.0,2.77,4.83,2
1321,2019,Motorola,Midrange,4g,yes,no,3417.0,6.14,8.0,128.0,48.0,260.0,1.88,4.34,1
1322,2016,Motorola,Budget,4g,yes,no,2277.0,4.98,4.0,32.0,8.0,216.0,1.76,2.44,0
1323,2022,Xiaomi,Midrange,4g,yes,no,3810.0,6.35,8.0,128.0,48.0,260.0,2.31,5.19,2
1324,2017,Oppo,Budget,4g,yes,no,2344.0,5.56,4.0,32.0,16.0,241.78,1.2,3.27,0
1325,2018,Oppo,Budget,4g,yes,no,2741.0,5.18,2.0,32.0,8.0,215.0,1.9,4.15,0
1326,2022,Sony,Budget,5g,yes,yes,3415.0,5.48,8.0,64.0,32.0,260.0,2.27,3.47,2
1327,2019,Vivo,Budget,4g,yes,no,3466.0,5.33,6.0,32.0,8.0,230.0,2.08,3.2,0
1328,2024,Oppo,Budget,5g,no,yes,3477.0,5.95,6.0,128.0,64.0,243.0,1.97,4.23,3
1329,2016,Apple,Budget,3g,no,no,2424.0,4.63,4.0,64.0,16.0,229.0,1.77,1.37,0
1330,2023,Sony,Budget,4g,yes,no,2990.0,5.71,8.0,64.0,48.0,218.0,2.15,4.79,2
1331,2015,Samsung,Budget,4g,no,no,2770.0,5.03,4.0,32.0,12.0,231.0,1.47,1.1,0
1332,2020,Apple,Budget,4g,no,no,2901.0,5.63,4.0,128.0,32.0,233.0,2.13,3.76,1
1333,2023,Apple,Midrange,5g,no,yes,3449.0,6.91,8.0,256.0,64.0,255.0,2.77,5.08,3
1334,2024,Nokia,Budget,4g,no,no,3533.0,6.45,8.0,128.0,24.0,251.0,2.04,5.03,2
1335,2017,Xiaomi,Budget,4g,yes,no,2866.0,4.98,3.0,64.0,8.0,198.0,2.26181146025878,2.6,0
1336,2022,Samsung,Midrange,4g,yes,no,3114.0,5.89,8.0,256.0,32.0,240.0,2.1,4.84,2
1337,2018,Xiaomi,Budget,4g,yes,no,2650.0,5.68,6.0,128.0,24.0,257.0,1.9,3.0,2
1338,2015,Apple,Midrange,4g,no,no,3041.0,4.86,6.0,64.0,24.0,236.0,1.64,2.86,1
1339,2016,Xiaomi,Midrange,4g,yes,no,2632.0,5.23,4.0,128.0,24.0,256.0,1.91,4.08,0
1340,2022,Oppo,Budget,4g,yes,no,3491.0,6.01,6.0,64.0,32.0,249.0,1.92,4.21,1
1341,2023,Sony,Budget,5g,no,yes,3120.0,5.96,6.0,128.0,24.0,222.0,2.23,4.31,1
1342,2016,Vivo,Budget,4g,no,no,2149.0,5.19,3.0,32.0,16.0,238.0,1.28,2.3,1
1343,2022,Xiaomi,Midrange,4g,yes,no,3844.0,5.88,8.0,256.0,48.0,212.0,2.71,5.12,3
1344,2021,Huawei,Midrange,4g,yes,no,3332.84,6.34,8.0,256.0,48.0,260.0,2.5,5.51,3
1345,2021,Motorola,Budget,4g,yes,no,3266.0,5.76,4.0,32.0,32.0,234.0,2.05,3.81,1
1346,2018,Apple,Budget,4g,no,no,2599.0,5.02,2.0,128.0,24.0,230.0,1.6,3.62,0
1347,2023,Xiaomi,Budget,4g,no,no,3603.0,6.17,8.0,64.0,64.0,259.0,2.55,3.8,2
1349,2020,Xiaomi,Midrange,4g,yes,no,2831.0,6.09,6.0,128.0,48.0,225.0,2.64,4.8,2
1350,2022,Nokia,Midrange,4g,yes,no,3646.0,6.5,6.0,128.0,32.0,239.0,2.87,4.47,2
1351,2020,Xiaomi,Midrange,4g,yes,no,3313.0,5.79,6.0,256.0,48.0,259.0,2.27,4.28,2
1352,2022,Oneplus,Midrange,4g,yes,no,3917.0,6.65,8.0,128.0,48.0,260.0,2.78,4.8,2
1353,2019,Samsung,Budget,4g,yes,no,2863.0,5.2,6.0,64.0,16.0,218.0,1.98,2.3,1
1354,2016,Xiaomi,Budget,3g,no,no,2176.0,4.61,2.0,32.0,8.0,229.0,2.06,2.55,0
1355,2024,Motorola,Flagship,5g,yes,yes,4730.0,6.75,12.0,256.0,64.0,253.0,3.39,6.82,3
1356,2015,Samsung,Flagship,4g,yes,no,3961.0,4.72,6.0,128.0,32.0,259.0,2.92,4.01,2
1357,2018,Apple,Flagship,4g,no,no,3389.0,6.05,8.0,256.0,32.0,227.0,2.52,4.86,3
1358,2022,Oneplus,Midrange,5g,no,yes,3806.0,6.49,6.0,256.0,48.0,260.0,2.86,4.81,2
1359,2022,Xiaomi,Budget,4g,no,no,3910.0,6.0,8.0,64.0,24.0,219.0,1.68,4.6,1
1360,2020,Apple,Flagship,5g,no,yes,4115.0,6.34,12.0,512.0,48.0,260.0,2.8,4.92,3
1361,2017,Xiaomi,Midrange,3g,no,no,3571.0,5.74,8.0,256.0,48.0,243.0,2.13,3.2,2
1362,2016,Apple,Midrange,4g,no,no,2980.0,5.5,4.0,128.0,32.0,241.78,2.17,3.79,1
1363,2017,Vivo,Budget,3g,yes,no,2988.0,5.1,3.0,64.0,24.0,240.0,1.95,3.11,0
1364,2021,Nokia,Budget,4g,no,no,3502.0,5.29,6.0,128.0,32.0,225.0,2.25,3.88,0
1365,2024,Oneplus,Midrange,4g,no,no,4266.0,6.58,12.0,256.0,64.0,260.0,2.37,6.6,3
1366,2022,Xiaomi,Midrange,4g,no,no,3857.0,6.71,8.0,256.0,32.0,260.0,2.22,5.36,1
1367,2017,Nokia,Midrange,4g,yes,no,3831.0,5.83,6.0,128.0,32.0,247.0,1.68,3.27,1
1368,2017,Samsung,Budget,4g,yes,no,2780.0,5.36,4.0,64.0,12.0,238.0,2.25,3.07,0
1369,2023,Motorola,Budget,4g,no,no,3245.0,6.04,8.0,64.0,48.0,260.0,1.96,4.36,2
1370,2019,Samsung,Budget,4g,yes,no,2914.0,5.62,2.0,128.0,24.0,225.0,1.78,4.39,0
1371,2015,Samsung,Budget,3g,yes,no,2276.0,5.48,2.0,32.0,16.0,235.0,1.45,1.67,0
1372,2015,Xiaomi,Budget,4g,no,no,2481.0,5.1,2.0,32.0,32.0,218.0,1.51,1.63,0
1373,2023,Samsung,Budget,5g,no,yes,3556.0,6.5,6.0,128.0,48.0,246.0,2.03,4.89,1
1374,2017,Oneplus,Budget,3g,no,no,2825.0,5.7,3.0,32.0,16.0,215.0,1.45,3.16,0
1375,2017,Motorola,Budget,4g,yes,no,3001.0,5.64,4.0,32.0,16.0,248.0,1.92,2.93,0
1376,2015,Sony,Midrange,4g,no,no,2414.0,4.34,6.0,128.0,16.0,192.0,1.4,2.51,0
1377,2019,Xiaomi,Midrange,4g,no,no,3546.0,6.13,6.0,256.0,48.0,244.0,2.13,4.81,3
1378,2021,Apple,Midrange,4g,no,no,2973.0,5.78,8.0,128.0,32.0,229.0,2.56,6.07,2
1379,2017,Google,Midrange,3g,yes,no,2940.0,4.9,4.0,256.0,32.0,225.0,1.88,3.67,1
1380,2022,Motorola,Flagship,5g,yes,yes,4291.0,6.71,8.0,256.0,48.0,260.0,2.8,5.83,2
1381,2022,Samsung,Budget,4g,no,no,3920.0,5.64,6.0,128.0,48.0,250.0,1.89,4.37,2
1382,2020,Oneplus,Budget,4g,yes,no,2619.0,5.36,6.0,128.0,48.0,197.0,1.61,3.39,1
1383,2024,Huawei,Midrange,5g,yes,yes,3655.0,6.99,8.0,256.0,64.0,260.0,2.62,5.61,3
1384,2016,Oppo,Budget,3g,yes,no,2494.0,4.84,3.0,64.0,32.0,260.0,2.03,1.97,0
1385,2023,Samsung,Budget,5g,yes,yes,4049.0,6.35,6.0,128.0,32.0,257.0,1.94,4.91,2
1386,2020,Oneplus,Midrange,4g,no,no,3759.0,6.27,8.0,256.0,32.0,256.0,2.8,4.93,3
1387,2024,Oppo,Budget,4g,no,no,3011.0,6.05,8.0,64.0,48.0,254.0,2.26181146025878,4.96,1
1388,2019,Vivo,Midrange,4g,no,no,3210.0,6.03,4.0,128.0,32.0,260.0,2.81,3.41,2
1389,2017,Xiaomi,Midrange,3g,no,no,3072.0,5.18,6.0,128.0,32.0,260.0,2.1,2.74,1
1390,2018,Oppo,Midrange,4g,yes,no,3081.0,6.16,8.0,256.0,16.0,259.0,2.26,2.66,2
1391,2021,Xiaomi,Budget,4g,yes,no,3268.0,5.93,6.0,64.0,48.0,247.0,1.92,3.18,1
1392,2024,Apple,Midrange,5g,no,yes,4143.0,6.4,8.0,256.0,64.0,249.0,2.34,6.36,3
1393,2022,Huawei,Budget,5g,no,yes,3263.0,6.42,4.0,128.0,48.0,260.0,2.79,4.45,2
1394,2024,Sony,Flagship,5g,yes,yes,3950.0,6.61,12.0,256.0,48.0,260.0,3.41,7.19,3
1395,2023,Apple,Midrange,4g,no,no,3981.0,6.22,8.0,256.0,64.0,257.0,2.7,5.55,3
1396,2021,Huawei,Budget,4g,yes,no,3038.0,5.57,6.0,128.0,48.0,216.0,1.91,2.97,1
1398,2019,Nokia,Budget,4g,yes,no,2690.0,5.46,4.0,32.0,12.0,246.0,1.62,3.22,0
1399,2022,Oppo,Midrange,4g,yes,no,3897.0,6.18,8.0,256.0,48.0,249.0,2.53,5.92,3
1400,2022,Huawei,Flagship,5g,yes,yes,3737.0,6.7,6.0,256.0,64.0,235.0,3.2,5.62,3
1401,2023,Vivo,Flagship,5g,no,yes,4517.0,7.03,12.0,256.0,48.0,260.0,2.99,6.04,3
1402,2020,Sony,Budget,4g,yes,no,2517.0,5.25,4.0,128.0,24.0,244.0,2.27,3.43,0
1403,2016,Nokia,Midrange,3g,yes,no,2734.0,5.12,4.0,128.0,24.0,255.0,2.07,3.77,1
1404,2023,Xiaomi,Budget,4g,yes,no,3257.0,6.34,8.0,128.0,48.0,254.0,2.47,5.14,2
1405,2024,Samsung,Midrange,4g,yes,no,4007.0,6.73,8.0,128.0,48.0,252.0,2.44,5.67,2
1407,2020,Samsung,Budget,4g,no,no,2581.0,5.4,4.0,32.0,32.0,209.0,2.48,2.47,1
1408,2015,Nokia,Budget,4g,no,no,2210.0,4.77,3.0,32.0,16.0,240.0,1.64,1.97,0
1409,2018,Oneplus,Budget,4g,yes,no,2698.0,5.21,3.0,64.0,8.0,235.0,2.02,2.84,0
1410,2022,Huawei,Budget,4g,yes,no,3641.0,6.48,6.0,64.0,64.0,241.0,2.28,5.51,1
1411,2022,Apple,Flagship,5g,no,yes,3895.0,6.49,12.0,256.0,64.0,260.0,3.32,6.51,3
1412,2021,Motorola,Midrange,5g,yes,yes,3840.0,5.83,8.0,128.0,48.0,246.0,2.65,5.09,3
1413,2017,Sony,Midrange,3g,yes,no,2987.0,5.37,6.0,256.0,32.0,248.0,1.99,3.29,2
1414,2015,Nokia,Flagship,4g,yes,no,3083.0,5.51,8.0,256.0,16.0,233.0,2.12,4.07,2
1415,2018,Xiaomi,Budget,4g,yes,no,3000.0,5.48,4.0,256.0,24.0,226.0,1.72,2.62,1
1416,2021,Apple,Budget,4g,no,no,3148.0,5.8,4.0,64.0,24.0,217.0,2.11,4.29,0
1417,2019,Samsung,Budget,4g,yes,no,2974.0,5.72,4.0,64.0,24.0,235.0,2.03,2.8,0
1418,2021,Nokia,Budget,5g,yes,yes,3043.0,5.29,4.0,128.0,24.0,207.0,1.75,3.52,0
1419,2016,Huawei,Budget,4g,yes,no,1800.0,4.48,4.0,32.0,12.0,234.0,2.14,2.25,0
1420,2015,Xiaomi,Flagship,3g,yes,no,3383.0,5.84,4.0,256.0,32.0,254.0,2.26181146025878,3.54,1
1421,2015,Huawei,Midrange,3g,yes,no,3014.0,5.45,3.0,64.0,32.0,253.0,2.31,3.18,0
1422,2018,Oppo,Midrange,4g,yes,no,3501.0,5.63,6.0,128.0,32.0,255.0,2.45,3.6,1
1423,2020,Google,Midrange,4g,no,no,3078.0,6.13,6.0,256.0,32.0,239.0,2.52,3.86,2
1424,2015,Sony,Budget,4g,yes,no,2380.0,4.63,2.0,32.0,8.0,208.0,1.52,2.26,0
1425,2021,Samsung,Midrange,4g,yes,no,2678.0,6.06,8.0,256.0,32.0,260.0,2.13,3.95,2
1426,2020,Oppo,Midrange,4g,yes,no,3537.0,5.74,6.0,256.0,32.0,243.0,2.64,4.84,3
1427,2022,Xiaomi,Midrange,5g,yes,yes,3724.0,6.17,6.0,128.0,48.0,232.0,2.59,4.96,2
1428,2023,Samsung,Midrange,5g,no,yes,3440.0,6.63,8.0,256.0,64.0,260.0,2.28,5.18,3
1429,2020,Oppo,Flagship,4g,yes,no,4875.0,6.03,12.0,256.0,48.0,260.0,2.84,5.88,3
1430,2024,Apple,Midrange,4g,no,no,4197.0,6.6,8.0,256.0,64.0,250.0,2.61,6.05,3
1431,2019,Xiaomi,Budget,4g,yes,no,3081.0,5.35,4.0,32.0,32.0,259.0,2.28,2.35,1
1433,2016,Vivo,Midrange,4g,no,no,2757.0,5.13,4.0,256.0,32.0,220.0,1.9,3.69,2
1434,2019,Xiaomi,Midrange,4g,no,no,2761.0,5.67,8.0,64.0,32.0,248.0,1.85,3.45,1
1435,2017,Huawei,Midrange,4g,yes,no,3623.0,5.98,4.0,128.0,32.0,253.0,1.69,3.65,0
1436,2016,Motorola,Budget,4g,yes,no,2863.0,4.72,4.0,32.0,8.0,218.0,1.63,2.41,0
1437,2018,Apple,Midrange,4g,no,no,3881.0,5.25,6.0,64.0,32.0,241.0,2.29,4.14,1
1438,2016,Vivo,Midrange,4g,no,no,3335.0,5.1,4.0,128.0,24.0,237.0,1.86,2.5,0
1439,2017,Xiaomi,Budget,4g,yes,no,2663.0,5.24,2.0,64.0,24.0,232.0,2.06,2.01,0
1440,2019,Oppo,Midrange,4g,no,no,2992.0,5.71,8.0,128.0,32.0,235.0,1.93,4.8,2
1441,2024,Oneplus,Midrange,5g,yes,yes,4378.0,6.25,8.0,128.0,48.0,241.0,2.77,6.6,1
1442,2020,Samsung,Midrange,4g,no,no,3312.0,5.36,6.0,128.0,48.0,254.0,2.29,4.08,2
1443,2015,Huawei,Budget,3g,yes,no,3161.0,4.55,2.0,32.0,12.0,224.0,1.44,2.57,0
1444,2016,Motorola,Midrange,4g,yes,no,2923.0,5.32,6.0,64.0,16.0,260.0,2.13,3.6,1
1445,2022,Vivo,Midrange,5g,no,yes,3981.0,6.12,8.0,256.0,32.0,226.0,2.39,5.41,2
1446,2019,Samsung,Midrange,4g,yes,no,3667.0,5.95,6.0,128.0,48.0,260.0,2.09,3.49,2
1448,2022,Motorola,Midrange,4g,no,no,3854.0,6.23,8.0,256.0,48.0,240.0,2.24,4.68,3
1449,2017,Samsung,Budget,4g,no,no,2458.0,5.4,4.0,64.0,24.0,223.0,1.99,2.74,0
1451,2021,Apple,Midrange,4g,no,no,3989.0,5.98,8.0,256.0,64.0,252.0,2.67,3.85,3
1452,2017,Samsung,Budget,4g,yes,no,3015.0,4.93,3.0,64.0,8.0,253.0,1.9,2.67,0
1453,2023,Samsung,Budget,4g,yes,no,3422.0,6.67,6.0,128.0,16.0,221.0,2.08,5.06,0
1454,2017,Samsung,Midrange,4g,yes,no,3231.0,5.18,6.0,64.0,32.0,251.0,2.04,4.16,1
1455,2017,Samsung,Midrange,3g,yes,no,3182.0,5.45,8.0,128.0,24.0,233.0,2.22,3.49,1
1456,2019,Samsung,Midrange,4g,yes,no,3335.0,5.95,8.0,128.0,32.0,247.0,2.31,3.46,1
1457,2016,Google,Budget,4g,no,no,2687.0,5.57,3.0,64.0,12.0,232.0,1.74,2.34,0
1458,2021,Motorola,Midrange,4g,yes,no,3653.0,5.94,8.0,128.0,48.0,260.0,2.62,3.72,2
1459,2017,Huawei,Budget,4g,no,no,2803.0,5.75,3.0,64.0,16.0,256.0,1.47,2.4,0
1460,2024,Google,Midrange,4g,yes,no,4023.0,6.61,12.0,256.0,64.0,259.0,2.57,6.13,3
1461,2018,Oneplus,Budget,4g,yes,no,2277.0,5.06,4.0,128.0,32.0,254.0,1.88,2.87,0
1462,2017,Vivo,Flagship,3g,no,no,3620.0,6.41,8.0,256.0,64.0,254.0,2.63,4.55,3
1463,2020,Vivo,Budget,4g,yes,no,3198.0,5.24,3.0,64.0,48.0,228.0,1.83,3.13,1
1464,2018,Vivo,Budget,4g,yes,no,3262.0,5.14,3.0,128.0,12.0,225.0,2.03,2.02,0
1465,2015,Huawei,Budget,4g,no,no,3066.0,4.69,2.0,32.0,8.0,230.0,1.82,1.77,0
1466,2023,Oneplus,Flagship,5g,yes,yes,4137.0,6.79,12.0,256.0,64.0,260.0,3.28,6.2,3
1467,2020,Motorola,Midrange,4g,no,no,3375.0,5.82,6.0,128.0,32.0,248.0,2.23,4.94,1
1468,2019,Google,Budget,4g,yes,no,2592.0,5.18,6.0,128.0,32.0,234.0,2.47,3.07,2
1469,2016,Xiaomi,Flagship,3g,yes,no,3137.0,5.6,8.0,256.0,48.0,260.0,2.57,3.81,2
1470,2016,Motorola,Midrange,3g,yes,no,3089.0,5.11,6.0,128.0,32.0,226.0,2.03,2.72,0
1471,2023,Apple,Midrange,4g,no,no,3812.0,6.72,8.0,128.0,64.0,260.0,2.48,4.94,2
1472,2022,Motorola,Midrange,5g,yes,yes,3916.0,6.41,8.0,256.0,32.0,238.0,3.26,5.8,3
1473,2015,Apple,Midrange,3g,no,no,2414.0,4.69,4.0,128.0,32.0,243.0,1.69,2.1,1
1474,2017,Samsung,Budget,4g,yes,no,2735.0,4.29,6.0,64.0,8.0,229.0,2.28,1.93,0
1475,2020,Sony,Midrange,4g,no,no,3488.0,5.69,6.0,256.0,32.0,260.0,2.48,4.87,2
1476,2016,Samsung,Flagship,3g,yes,no,3290.0,5.58,6.0,256.0,32.0,249.0,2.39,4.17,2
1477,2024,Oppo,Flagship,5g,yes,yes,4132.0,7.2,12.0,256.0,64.0,260.0,2.89,6.25,3
1478,2017,Samsung,Midrange,4g,no,no,3378.0,5.89,4.0,128.0,16.0,229.0,1.81,3.5,1
1479,2021,Vivo,Budget,5g,yes,yes,2814.0,5.76,3.0,32.0,64.0,253.0,2.16,3.18,1
1480,2017,Xiaomi,Budget,4g,yes,no,2760.0,5.09,2.0,128.0,24.0,251.0,1.66,2.98,0
1481,2024,Xiaomi,Midrange,5g,yes,yes,4327.0,6.63,8.0,256.0,64.0,259.0,2.83,5.49,3
1482,2015,Oneplus,Flagship,3g,yes,no,3393.0,5.26,6.0,128.0,32.0,236.0,1.79,4.06,1
1483,2016,Nokia,Midrange,3g,yes,no,2789.0,4.82,4.0,128.0,32.0,215.0,2.3,3.31,2
1484,2022,Vivo,Midrange,5g,no,yes,3580.0,6.54,8.0,256.0,64.0,260.0,2.11,4.47,3
1485,2015,Nokia,Budget,4g,no,no,2337.0,5.42,2.0,32.0,16.0,247.0,1.43,1.92,0
1486,2015,Nokia,Midrange,4g,yes,no,3526.0,4.8,4.0,128.0,24.0,238.0,1.82,2.65,2
1487,2024,Xiaomi,Midrange,5g,yes,yes,3945.0,6.26,8.0,256.0,64.0,246.0,2.85,5.47,3
1488,2016,Samsung,Flagship,3g,yes,no,3586.0,5.53,8.0,128.0,48.0,225.0,2.97,4.84,1
1489,2020,Nokia,Midrange,4g,yes,no,3292.0,5.46,8.0,128.0,16.0,259.0,2.52,4.5,1
1490,2022,Google,Budget,4g,yes,no,3435.0,6.2,6.0,64.0,32.0,231.0,2.53,4.35,1
1491,2019,Sony,Midrange,4g,yes,no,2743.0,5.2,8.0,128.0,32.0,219.0,2.55,3.44,1
1492,2016,Xiaomi,Midrange,4g,yes,no,2506.0,5.68,3.0,64.0,32.0,253.0,2.27,3.05,1
1493,2019,Samsung,Flagship,4g,yes,no,3513.0,6.04,8.0,128.0,48.0,260.0,2.9,5.69,2
1494,2015,Samsung,Flagship,4g,no,no,3353.0,5.02,8.0,256.0,32.0,260.0,2.26181146025878,4.77,3
1495,2022,Xiaomi,Midrange,4g,no,no,3847.0,6.45,8.0,256.0,64.0,248.0,2.23,5.11,2
1496,2024,Oppo,Midrange,5g,no,yes,3657.0,6.91,8.0,256.0,64.0,260.0,2.79,5.47,3
1497,2016,Xiaomi,Midrange,3g,yes,no,2674.0,5.38,6.0,256.0,48.0,236.0,2.15,2.85,2
1499,2024,Xiaomi,Midrange,5g,no,yes,3850.0,6.91,8.0,256.0,48.0,260.0,2.92,5.53,3
1500,2021,Huawei,Midrange,4g,yes,no,4317.0,5.89,8.0,128.0,64.0,241.78,2.37,5.37,3
1501,2016,Motorola,Midrange,4g,no,no,3385.0,5.43,3.0,128.0,32.0,253.0,1.84,3.74,0
1502,2015,Samsung,Budget,4g,no,no,3332.84,4.88,3.0,32.0,12.0,217.0,1.69,1.79,0
1503,2020,Xiaomi,Midrange,4g,yes,no,3562.0,6.33,8.0,128.0,24.0,247.0,2.24,5.55,2
1504,2018,Samsung,Midrange,4g,yes,no,3095.0,6.06,4.0,128.0,32.0,256.0,1.82,3.15,1
1505,2019,Motorola,Budget,4g,no,no,3150.0,5.3,4.0,128.0,48.0,231.0,1.97,2.93,1
1506,2015,Vivo,Budget,4g,yes,no,2855.0,4.68,3.0,128.0,12.0,235.0,1.22,1.66,0
1508,2024,Oneplus,Flagship,5g,yes,yes,4129.0,7.13,12.0,256.0,64.0,240.0,3.03,6.65,3
1509,2024,Google,Flagship,5g,yes,yes,4021.0,6.66,12.0,256.0,64.0,260.0,3.1,6.6,3
1510,2018,Xiaomi,Flagship,4g,yes,no,2960.0,5.33,6.0,256.0,48.0,260.0,2.42,4.62,3
1511,2019,Oneplus,Budget,4g,yes,no,2618.0,5.14,4.0,64.0,24.0,232.0,1.99,4.08,0
1512,2020,Vivo,Budget,4g,yes,no,3366.0,5.74,4.0,128.0,16.0,228.0,2.09,3.01,0
1513,2020,Samsung,Budget,4g,yes,no,3267.0,5.82,6.0,128.0,32.0,258.0,2.15,3.86,2
1514,2022,Oppo,Midrange,4g,yes,no,3539.0,5.83,12.0,128.0,32.0,260.0,3.06,5.5,3
1515,2022,Samsung,Midrange,5g,no,yes,3595.0,5.92,8.0,256.0,48.0,232.0,2.51,5.03,3
1516,2022,Oneplus,Budget,4g,no,no,3290.0,5.65,6.0,64.0,48.0,213.0,2.21,4.61,0
1517,2017,Apple,Midrange,3g,no,no,3049.0,5.33,6.0,128.0,32.0,251.0,1.8,4.79,1
1519,2015,Google,Budget,3g,yes,no,1829.0,5.01,2.0,32.0,8.0,251.0,1.4,1.82,0
1520,2019,Apple,Midrange,4g,no,no,3840.0,6.14,8.0,256.0,48.0,252.0,2.23,3.94,2
1521,2019,Oppo,Budget,4g,yes,no,3269.0,5.36,4.0,32.0,32.0,256.0,2.16,4.75,1
